Time,HR,RR,participant_id,condition,Task Name,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6,Metric 7
10:29:4.415,73,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.465,73,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.515,73,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.565,73,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.615,73,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.665,73,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.715,73,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.766,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.816,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.866,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.916,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:4.966,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.15,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.65,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.115,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.165,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.215,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.265,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.315,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.365,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.415,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.465,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.515,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.565,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.615,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.665,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.715,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.766,75,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.816,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.866,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.916,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:5.966,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.15,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.65,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.115,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.165,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.215,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.265,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.315,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.365,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.415,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.465,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.515,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.565,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.615,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.665,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.715,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.766,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.816,74,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.866,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.916,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:6.966,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.15,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.65,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.115,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.165,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.215,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.265,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.315,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.365,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.415,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.465,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.515,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.565,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.615,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.665,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.715,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.766,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.816,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.866,76,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.916,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:7.966,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.15,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.65,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.115,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.165,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.215,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.265,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.315,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.365,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.415,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.465,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.515,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.565,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.615,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.665,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.715,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.766,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.816,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.866,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.916,77,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:8.966,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.15,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.65,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.115,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.165,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.215,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.265,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.315,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.365,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.415,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.465,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.515,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.565,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.615,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.665,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.715,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.766,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.816,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.866,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.916,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:9.966,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.15,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.65,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.115,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.165,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.215,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.265,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.315,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.365,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.415,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.465,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.515,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.565,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.615,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.665,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.715,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.766,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.816,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.866,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.916,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:10.966,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.15,78,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.415,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.465,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.515,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.565,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.615,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.665,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.715,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.766,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.816,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.866,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.916,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:11.966,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.15,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.415,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.465,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.515,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.565,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.615,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.665,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.715,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.766,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.816,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.866,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.916,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:12.966,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.15,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.415,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.465,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.515,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.565,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.615,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.665,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.715,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.766,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.816,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.866,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.916,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:13.966,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.15,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.415,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.465,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.515,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.565,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.615,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.665,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.715,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.766,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.816,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.866,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.916,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:14.966,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.15,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.415,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.465,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.515,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.565,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.615,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.665,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.715,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.766,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.816,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.866,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.916,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:15.966,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.15,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.415,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.465,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.515,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.565,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.615,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.665,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.715,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.766,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.816,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.866,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.916,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:16.966,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.15,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.415,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.465,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.515,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.565,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.615,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.665,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.715,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.766,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.816,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.866,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.916,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:17.966,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.15,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.65,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.115,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.165,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.215,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.265,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.315,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
10:29:18.365,0,16,1,1,selection_page,-1,-1,-1,-1,-1,-1,-1
